reg_dt,minor,rssi,lc1,lc2,lc3,lc4,
26:12.6,57,0,0,0,0,0,
26:12.6,58,0,0,0,0,0,
26:12.6,59,0,0,0,0,0,
26:12.6,60,0,0,0,0,0,
26:12.9,21,-64,0,0,0,0,
26:12.9,22,0,0,0,0,0,
26:12.9,23,-59,0,0,0,0,
26:12.9,24,-61,0,0,0,0,
26:12.9,25,0,0,0,0,0,
26:12.9,26,0,0,0,0,0,
26:12.9,27,0,0,0,0,0,
26:12.9,28,-63,0,0,0,0,
26:12.9,29,0,0,0,0,0,
26:12.9,30,-71,0,0,0,0,
26:12.9,31,-72,0,0,0,0,
26:12.9,32,0,0,0,0,0,
26:12.9,33,-70,0,0,0,0,
26:12.9,34,-75,0,0,0,0,
26:12.9,35,-71,0,0,0,0,
26:12.9,36,-73,0,0,0,0,
26:12.9,37,-69,0,0,0,0,
26:12.9,38,0,0,0,0,0,
26:12.9,39,-66,0,0,0,0,
26:12.9,40,-78,0,0,0,0,
26:12.9,41,-51,0,0,0,0,
26:12.9,42,-58,0,0,0,0,
26:12.9,43,-60,0,0,0,0,
26:12.9,44,-58,0,0,0,0,
26:12.9,45,-68,0,0,0,0,
26:12.9,46,-62,0,0,0,0,
26:12.9,47,0,0,0,0,0,
26:12.9,48,-63,0,0,0,0,
26:12.9,49,-71,0,0,0,0,
26:12.9,50,-72,0,0,0,0,
26:12.9,51,-71,0,0,0,0,
26:12.9,52,-79,0,0,0,0,
26:12.9,53,0,0,0,0,69,
26:12.9,54,0,0,0,0,0,
26:12.9,55,-68,0,0,0,0,
26:12.9,56,-69,0,0,0,0,
26:12.9,57,-70,0,0,0,0,
26:12.9,58,0,0,0,0,0,
26:12.9,59,0,0,0,0,0,
26:12.9,60,0,0,0,0,0,
26:13.2,21,0,0,0,60,0,
26:13.2,22,0,0,0,0,0,
26:13.2,23,0,0,0,0,0,
26:13.2,24,0,0,0,0,0,
26:13.2,25,0,0,0,0,0,
26:13.2,26,0,0,0,0,0,
26:13.2,27,0,0,0,0,0,
26:13.2,28,0,0,0,0,0,
26:13.2,29,0,0,0,0,0,
26:13.2,30,0,0,0,0,0,
26:13.2,31,0,0,0,0,0,
26:13.2,32,0,0,0,0,0,
26:13.2,33,0,0,0,0,0,
26:13.2,34,0,0,0,0,0,
26:13.2,35,0,0,0,0,0,
26:13.2,36,0,0,0,0,0,
26:13.2,37,0,0,0,0,0,
26:13.2,38,0,0,0,0,0,
26:13.2,39,0,0,0,0,0,
26:13.2,40,0,0,0,0,0,
26:13.2,41,0,0,0,0,0,
26:13.2,42,0,0,0,0,0,
26:13.2,43,0,0,0,0,0,
26:13.2,44,0,0,0,0,0,
26:13.2,45,0,0,0,0,0,
26:13.2,46,0,0,0,0,0,
26:13.2,47,0,0,0,0,0,
26:13.2,48,0,0,0,0,0,
26:13.2,49,0,0,0,0,0,
26:13.2,50,0,0,0,0,0,
26:13.2,51,0,0,0,0,0,
26:13.2,52,0,0,0,0,0,
26:13.2,53,0,0,0,0,69,
26:13.2,54,0,0,0,0,0,
26:13.2,55,0,0,0,0,0,
26:13.2,56,0,0,0,0,0,
26:13.2,57,0,0,0,0,0,
26:13.2,58,0,0,0,0,0,
26:13.2,59,0,0,0,0,0,
26:13.2,60,0,0,0,0,0,
26:13.5,21,0,63,96,53,0,
26:13.5,22,0,0,0,0,0,
26:13.5,23,0,0,0,0,0,
26:13.5,24,0,0,0,0,0,
26:13.5,25,0,0,0,0,0,
26:13.5,26,0,0,0,0,0,
26:13.5,27,0,0,0,0,0,
26:13.5,28,0,0,0,0,0,
26:13.5,29,0,0,0,0,0,
26:13.5,30,0,0,0,0,0,
26:13.5,31,0,0,0,0,0,
26:13.5,32,0,0,0,0,0,
26:13.5,33,0,0,0,51,0,
26:13.5,34,0,0,0,0,0,
26:13.5,35,0,0,0,0,0,
26:13.5,36,0,0,0,0,0,
26:13.5,37,0,0,0,0,0,
26:13.5,38,0,0,0,0,0,
26:13.5,39,0,0,0,0,0,
26:13.5,40,0,0,0,0,0,
26:13.5,41,0,0,0,0,0,
26:13.5,42,0,0,0,0,0,
26:13.5,43,0,0,0,0,0,
26:13.5,44,0,0,0,0,0,
26:13.5,45,0,0,0,0,0,
26:13.5,46,0,0,0,0,0,
26:13.5,47,0,0,0,0,0,
26:13.5,48,0,0,0,0,0,
26:13.5,49,0,0,0,0,0,
26:13.5,50,0,0,0,0,0,
26:13.5,51,0,0,0,0,0,
26:13.5,52,0,0,0,0,0,
26:13.5,53,0,0,0,0,69,
26:13.5,54,0,0,0,0,0,
26:13.5,55,0,0,0,0,0,
26:13.5,56,0,0,0,0,0,
26:13.5,57,0,0,0,0,0,
26:13.5,58,0,0,0,0,0,
26:13.5,59,0,0,0,0,0,
26:13.5,60,0,0,0,0,0,
26:13.8,21,0,72,107,0,0,
26:13.8,22,0,0,0,0,0,
26:13.8,23,0,0,0,0,0,
26:13.8,24,0,0,0,0,0,
26:13.8,25,0,0,0,0,0,
26:13.8,26,0,0,0,0,0,
26:13.8,27,0,0,0,0,0,
26:13.8,28,0,0,0,0,0,
26:13.8,29,0,0,0,0,0,
26:13.8,30,0,0,0,0,0,
26:13.8,31,0,0,0,0,0,
26:13.8,32,0,0,0,0,0,
26:13.8,33,0,0,0,51,0,
26:13.8,34,0,0,0,0,0,
26:13.8,35,0,0,0,0,0,
26:13.8,36,0,0,0,0,0,
26:13.8,37,0,0,0,0,0,
26:13.8,38,0,0,0,0,0,
26:13.8,39,0,0,0,0,0,
26:13.8,40,0,0,0,0,0,
26:13.8,41,0,0,0,0,0,
26:13.8,42,0,0,0,0,0,
26:13.8,43,0,0,0,0,0,
26:13.8,44,0,0,0,0,0,
26:13.8,45,0,0,0,0,0,
26:13.8,46,0,0,0,0,0,
26:13.8,47,0,0,0,0,0,
26:13.8,48,0,0,0,0,0,
26:13.8,49,0,0,0,0,0,
26:13.8,50,0,0,0,0,0,
26:13.8,51,0,0,0,0,0,
26:13.8,52,0,0,0,0,0,
26:13.8,53,0,0,0,0,69,
26:13.8,54,0,0,0,0,0,
26:13.8,55,0,0,0,0,0,
26:13.8,56,0,0,0,0,0,
26:13.8,57,0,0,0,0,0,
26:13.8,58,0,0,0,0,0,
26:13.8,59,0,0,0,0,0,
26:13.8,60,0,0,0,0,0,
26:14.1,21,-64,148,471,116,62,
26:14.1,22,0,0,0,0,0,
26:14.1,23,-59,0,0,0,0,
26:14.1,24,-61,0,0,0,0,
26:14.1,25,0,0,0,57,0,
26:14.1,26,0,0,0,0,0,
26:14.1,27,0,0,0,0,0,
26:14.1,28,-63,0,0,0,0,
26:14.1,29,0,0,0,0,0,
26:14.1,30,-71,0,0,0,0,
26:14.1,31,0,0,0,0,0,
26:14.1,32,0,0,0,0,0,
26:14.1,33,-70,0,0,51,0,
26:14.1,34,-75,0,0,0,0,
26:14.1,35,-71,0,0,0,0,
26:14.1,36,-73,0,0,0,0,
26:14.1,37,-69,0,0,0,0,
26:14.1,38,0,0,0,0,0,
26:14.1,39,-66,0,0,0,0,
26:14.1,40,-78,0,0,0,0,
26:14.1,41,-51,0,0,0,0,
26:14.1,42,-58,0,0,0,0,
26:14.1,43,-60,0,0,0,0,
26:14.1,44,-58,0,0,0,0,
26:14.1,45,-68,0,0,0,0,
26:14.1,46,-62,0,0,0,0,
26:14.1,47,0,0,0,0,0,
26:14.1,48,-63,0,0,0,0,
26:14.1,49,-71,0,0,0,0,
26:14.1,50,-72,0,0,0,0,
26:14.1,51,-71,0,0,0,0,
26:14.1,52,-79,0,0,0,0,
26:14.1,53,0,0,0,0,70,
26:14.1,54,0,0,0,0,0,
26:14.1,55,-68,0,0,0,0,
26:14.1,56,-69,0,0,0,0,
26:14.1,57,-70,0,0,0,0,
26:14.1,58,0,0,0,0,0,
26:14.1,59,0,0,0,0,0,
26:14.1,60,0,0,0,0,0,
26:14.4,21,0,0,0,0,0,
26:14.4,22,0,0,0,0,0,
26:14.4,23,0,0,0,0,0,
26:14.4,24,0,0,0,0,0,
26:14.4,25,0,0,0,66,0,
26:14.4,26,0,0,0,0,0,
26:14.4,27,0,0,0,0,0,
26:14.4,28,0,0,0,0,0,
26:14.4,29,0,0,0,0,0,
26:14.4,30,0,0,0,0,0,
26:14.4,31,0,0,0,0,0,
26:14.4,32,0,0,0,0,0,
26:14.4,33,0,0,0,0,0,
26:14.4,34,0,0,0,0,0,
26:14.4,35,0,0,0,0,0,
26:14.4,36,0,0,0,0,0,
26:14.4,37,0,0,0,0,0,
26:14.4,38,0,0,0,0,0,
26:14.4,39,0,0,0,0,0,
26:14.4,40,0,0,0,0,0,
26:14.4,41,0,0,0,0,0,
26:14.4,42,0,0,0,0,0,
26:14.4,43,0,0,0,0,0,
26:14.4,44,0,0,0,0,0,
26:14.4,45,0,0,0,0,0,
26:14.4,46,0,0,0,0,0,
26:14.4,47,0,0,0,0,0,
26:14.4,48,0,0,0,0,0,
26:14.4,49,0,0,0,0,0,
26:14.4,50,0,0,0,0,0,
26:14.4,51,0,0,0,0,0,
26:14.4,52,0,0,0,0,0,
26:14.4,53,0,0,0,0,69,
26:14.4,54,0,0,0,0,0,
26:14.4,55,0,0,0,0,0,
26:14.4,56,0,0,0,0,0,
26:14.4,57,0,0,0,0,0,
26:14.4,58,0,0,0,0,0,
26:14.4,59,0,0,0,0,0,
26:14.4,60,0,0,0,0,0,
26:14.7,21,0,0,0,0,0,
26:14.7,22,0,0,0,0,0,
26:14.7,23,0,0,0,0,0,
26:14.7,24,0,0,0,0,0,
26:14.7,25,0,0,0,80,0,
26:14.7,26,0,0,0,0,0,
26:14.7,27,0,0,0,0,0,
26:14.7,28,0,0,0,0,0,
26:14.7,29,0,0,0,0,0,
26:14.7,30,0,0,0,0,0,
26:14.7,31,0,0,0,0,0,
26:14.7,32,0,0,0,0,0,
26:14.7,33,0,0,0,51,0,
26:14.7,34,0,0,0,0,0,
26:14.7,35,0,0,0,0,0,
26:14.7,36,0,0,0,0,0,
26:14.7,37,0,0,0,0,0,
26:14.7,38,0,0,0,0,0,
26:14.7,39,0,0,0,0,0,
26:14.7,40,0,0,0,0,0,
26:14.7,41,0,0,0,0,0,
26:14.7,42,0,0,0,0,0,
26:14.7,43,0,0,0,0,0,
26:14.7,44,0,0,0,0,0,
26:14.7,45,0,0,0,0,0,
26:14.7,46,0,0,0,0,0,
26:14.7,47,0,0,0,0,0,
26:14.7,48,0,0,0,0,0,
26:14.7,49,0,0,0,0,0,
26:14.7,50,0,0,0,0,0,
26:14.7,51,0,0,0,0,0,
26:14.7,52,0,0,0,0,0,
26:14.7,53,0,0,0,0,70,
26:14.7,54,0,0,0,0,0,
26:14.7,55,0,0,0,0,0,
26:14.7,56,0,0,0,0,0,
26:14.7,57,0,0,0,0,0,
26:14.7,58,0,0,0,0,0,
26:14.7,59,0,0,0,0,0,
26:14.7,60,0,0,0,0,0,
2021-08-23 17:26,21,-64,999,999,999,999,
2021-08-23 17:26,22,0,0,0,0,0,
2021-08-23 17:26,23,-59,0,0,0,0,
2021-08-23 17:26,24,-61,0,0,0,54,
2021-08-23 17:26,25,0,0,0,0,0,
2021-08-23 17:26,26,0,0,0,0,0,
2021-08-23 17:26,27,0,0,0,0,0,
2021-08-23 17:26,28,-63,0,0,0,0,
2021-08-23 17:26,29,0,0,0,0,0,
2021-08-23 17:26,30,-71,0,0,0,0,
2021-08-23 17:26,31,0,0,0,0,0,
2021-08-23 17:26,32,0,0,0,0,0,
2021-08-23 17:26,33,-70,0,0,0,0,
2021-08-23 17:26,34,-75,0,0,0,0,
2021-08-23 17:26,35,-71,0,0,0,0,
2021-08-23 17:26,36,-73,0,0,0,0,
2021-08-23 17:26,37,-69,0,0,0,0,
2021-08-23 17:26,38,0,0,0,0,0,
2021-08-23 17:26,39,-66,0,0,0,0,
2021-08-23 17:26,40,-78,0,0,0,0,
2021-08-23 17:26,41,-51,0,0,0,0,
2021-08-23 17:26,42,-58,0,0,0,0,
2021-08-23 17:26,43,-60,0,0,0,0,
2021-08-23 17:26,44,-58,0,0,0,0,
2021-08-23 17:26,45,-68,0,0,0,0,
2021-08-23 17:26,46,-62,0,0,0,0,
2021-08-23 17:26,47,0,0,0,0,0,
2021-08-23 17:26,48,-63,0,0,0,0,
2021-08-23 17:26,49,-71,0,0,0,0,
2021-08-23 17:26,50,-72,0,0,0,0,
2021-08-23 17:26,51,-71,0,0,0,0,
2021-08-23 17:26,52,-79,0,0,0,0,
2021-08-23 17:26,53,0,0,0,0,70,
2021-08-23 17:26,54,0,0,0,0,0,
2021-08-23 17:26,55,-68,0,0,0,0,
2021-08-23 17:26,56,-69,0,0,0,0,
2021-08-23 17:26,57,-70,0,0,0,0,
2021-08-23 17:26,58,0,0,0,0,0,
2021-08-23 17:26,59,0,0,0,0,0,
2021-08-23 17:26,60,0,0,0,0,0,
26:15.3,21,0,999,999,999,999,
26:15.3,22,0,0,0,0,0,
26:15.3,23,0,0,0,0,0,
26:15.3,24,0,101,0,0,57,
26:15.3,25,0,552,0,0,0,
26:15.3,26,0,0,0,0,0,
26:15.3,27,0,0,0,0,0,
26:15.3,28,0,0,0,0,0,
26:15.3,29,0,0,0,0,0,
26:15.3,30,0,0,0,0,0,
26:15.3,31,0,0,0,0,0,
26:15.3,32,0,0,0,0,0,
26:15.3,33,0,0,0,51,0,
26:15.3,34,0,0,0,0,0,
26:15.3,35,0,0,0,0,0,
26:15.3,36,0,0,0,0,0,
26:15.3,37,0,0,0,0,0,
26:15.3,38,0,0,0,0,0,
26:15.3,39,0,0,0,0,0,
26:15.3,40,0,0,0,0,0,
26:15.3,41,0,0,0,0,0,
26:15.3,42,0,0,0,0,0,
26:15.3,43,0,0,0,0,0,
26:15.3,44,0,0,0,0,0,
26:15.3,45,0,0,0,0,0,
26:15.3,46,0,0,0,0,0,
26:15.3,47,0,0,0,0,0,
26:15.3,48,0,0,0,0,0,
26:15.3,49,0,0,0,0,0,
26:15.3,50,0,0,0,0,0,
26:15.3,51,0,0,0,0,0,
26:15.3,52,0,0,0,0,0,
26:15.3,53,0,0,0,0,70,
26:15.3,54,0,0,0,0,0,
26:15.3,55,0,0,0,0,0,
26:15.3,56,0,0,0,0,0,
26:15.3,57,0,0,0,0,0,
26:15.3,58,0,0,0,0,0,
26:15.3,59,0,0,0,0,0,
26:15.3,60,0,0,0,0,0,
26:15.6,21,-64,663,999,999,395,
26:15.6,22,0,0,0,0,0,
26:15.6,23,-59,0,0,0,0,
26:15.6,24,-61,999,829,59,999,
26:15.6,25,0,0,0,0,0,
26:15.6,26,0,0,0,0,0,
26:15.6,27,0,0,0,0,0,
26:15.6,28,-63,0,0,0,0,
26:15.6,29,0,0,0,0,0,
26:15.6,30,0,0,0,0,0,
26:15.6,31,0,0,0,0,0,
26:15.6,32,0,0,0,0,0,
26:15.6,33,-70,0,0,51,0,
26:15.6,34,-75,0,0,0,0,
26:15.6,35,-71,0,0,0,0,
26:15.6,36,-73,0,0,0,0,
26:15.6,37,-69,0,0,0,0,
26:15.6,38,0,0,0,0,0,
26:15.6,39,-66,0,0,0,0,
26:15.6,40,-78,0,0,0,0,
26:15.6,41,-51,0,0,0,0,
26:15.6,42,-58,0,0,0,0,
26:15.6,43,-60,0,0,0,0,
26:15.6,44,-58,0,0,0,0,
26:15.6,45,-68,0,0,0,0,
26:15.6,46,-62,0,0,0,0,
26:15.6,47,0,0,0,0,0,
26:15.6,48,-63,0,0,0,0,
26:15.6,49,-71,0,0,0,0,
26:15.6,50,-72,0,0,0,0,
26:15.6,51,-71,0,0,0,0,
26:15.6,52,-79,0,0,0,0,
26:15.6,53,0,0,0,0,70,
26:15.6,54,0,0,0,0,0,
26:15.6,55,-68,0,0,0,0,
26:15.6,56,-69,0,0,0,0,
26:15.6,57,-70,0,0,0,0,
26:15.6,58,0,0,0,0,0,
26:15.6,59,0,0,0,0,0,
26:15.6,60,0,0,0,0,0,
26:15.9,21,0,0,0,0,0,
26:15.9,22,0,0,0,0,0,
26:15.9,23,0,0,0,0,0,
26:15.9,24,0,0,0,0,0,
26:15.9,25,0,999,999,999,548,
26:15.9,26,0,0,0,0,0,
26:15.9,27,0,0,0,0,0,
26:15.9,28,0,0,0,0,0,
26:15.9,29,0,0,0,0,0,
26:15.9,30,0,0,0,0,0,
26:15.9,31,0,0,0,0,0,
26:15.9,32,0,0,0,0,0,
26:15.9,33,0,0,0,51,0,
26:15.9,34,0,0,0,0,0,
26:15.9,35,0,0,0,0,0,
26:15.9,36,0,0,0,0,0,
26:15.9,37,0,0,0,0,0,
26:15.9,38,0,0,0,0,0,
26:15.9,39,0,0,0,0,0,
26:15.9,40,0,0,0,0,0,
26:15.9,41,0,0,0,0,0,
26:15.9,42,0,0,0,0,0,
26:15.9,43,0,0,0,0,0,
26:15.9,44,0,0,0,0,0,
26:15.9,45,0,0,0,0,0,
26:15.9,46,0,0,0,0,0,
26:15.9,47,0,0,0,0,0,
26:15.9,48,0,0,0,0,0,
26:15.9,49,0,0,0,0,0,
26:15.9,50,0,0,0,0,0,
26:15.9,51,0,0,0,0,0,
26:15.9,52,0,0,0,0,0,
26:15.9,53,0,0,0,0,70,
26:15.9,54,0,0,0,0,0,
26:15.9,55,0,0,0,0,0,
26:15.9,56,0,0,0,0,0,
26:15.9,57,0,0,0,0,0,
26:15.9,58,0,0,0,0,0,
26:15.9,59,0,0,0,0,0,
26:15.9,60,0,0,0,0,0,
26:16.2,21,0,0,0,0,0,
26:16.2,22,0,0,0,0,0,
26:16.2,23,0,0,0,0,0,
26:16.2,24,0,0,0,0,0,
26:16.2,25,0,999,999,999,999,
26:16.2,26,0,0,0,0,0,
26:16.2,27,0,0,0,0,0,
26:16.2,28,0,0,0,57,0,
26:16.2,29,0,0,0,0,0,
26:16.2,30,0,0,0,0,0,
26:16.2,31,0,0,0,0,0,
26:16.2,32,0,0,0,0,0,
26:16.2,33,0,0,0,0,0,
26:16.2,34,0,0,0,0,0,
26:16.2,35,0,0,0,0,0,
26:16.2,36,0,0,0,0,0,
26:16.2,37,0,0,0,0,0,
26:16.2,38,0,0,0,0,0,
26:16.2,39,0,0,0,0,0,
26:16.2,40,0,0,0,0,0,
26:16.2,41,0,0,0,0,0,
26:16.2,42,0,0,0,0,0,
26:16.2,43,0,0,0,0,0,
26:16.2,44,0,0,0,0,0,
26:16.2,45,0,0,0,0,0,
26:16.2,46,0,0,0,0,0,
26:16.2,47,0,0,0,0,0,
26:16.2,48,0,0,0,0,0,
26:16.2,49,0,0,0,0,0,
26:16.2,50,0,0,0,0,0,
26:16.2,51,0,0,0,0,0,
26:16.2,52,0,0,0,0,0,
26:16.2,53,0,0,0,0,70,
26:16.2,54,0,0,0,0,0,
26:16.2,55,0,0,0,0,0,
26:16.2,56,0,0,0,0,0,
26:16.2,57,0,0,0,0,0,
26:16.2,58,0,0,0,0,0,
26:16.2,59,0,0,0,0,0,
26:16.2,60,0,0,0,0,0,
26:16.5,21,0,73,154,0,0,
26:16.5,22,0,0,0,0,0,
26:16.5,23,0,0,0,0,0,
26:16.5,24,0,999,999,0,999,
26:16.5,25,0,0,0,256,156,
26:16.5,26,0,0,0,0,0,
26:16.5,27,0,0,0,0,0,
26:16.5,28,0,999,584,999,999,
26:16.5,29,0,0,0,0,0,
26:16.5,30,0,0,0,0,0,
26:16.5,31,0,0,0,0,0,
26:16.5,32,0,0,0,0,0,
26:16.5,33,0,0,0,0,0,
26:16.5,34,0,0,0,0,0,
26:16.5,35,0,0,0,0,0,
26:16.5,36,0,0,0,0,0,
26:16.5,37,0,0,0,0,0,
26:16.5,38,0,0,0,0,0,
26:16.5,39,0,0,0,0,0,
26:16.5,40,0,0,0,0,0,
26:16.5,41,0,0,0,0,0,
26:16.5,42,0,0,0,0,0,
26:16.5,43,0,0,0,0,0,
26:16.5,44,0,0,0,0,0,
26:16.5,45,0,0,0,0,0,
26:16.5,46,0,0,0,0,0,
26:16.5,47,0,0,0,0,0,
26:16.5,48,0,0,0,0,0,
26:16.5,49,0,0,0,0,0,
26:16.5,50,0,0,0,0,0,
26:16.5,51,0,0,0,0,0,
26:16.5,52,0,0,0,0,0,
26:16.5,53,0,0,0,0,70,
26:16.5,54,0,0,0,0,0,
26:16.5,55,0,0,0,0,0,
26:16.5,56,0,0,0,0,0,
26:16.5,57,0,0,0,0,0,
26:16.5,58,0,0,0,0,0,
26:16.5,59,0,0,0,0,0,
26:16.5,60,0,0,0,0,0,
26:16.8,21,-64,0,134,0,0,
26:16.8,22,0,0,0,0,0,
26:16.8,23,-59,0,0,0,0,
26:16.8,24,-61,830,810,0,999,
26:16.8,25,0,0,0,0,0,
26:16.8,26,0,0,0,0,0,
26:16.8,27,0,0,0,0,0,
26:16.8,28,-63,0,0,0,0,
26:16.8,29,0,59,238,111,0,
26:16.8,30,0,0,0,0,0,
26:16.8,31,0,0,0,0,0,
26:16.8,32,0,0,0,0,0,
26:16.8,33,-70,0,0,0,0,
26:16.8,34,-75,0,0,0,0,
26:16.8,35,-71,0,0,0,0,
26:16.8,36,-73,0,0,0,0,
26:16.8,37,-69,0,0,0,0,
26:16.8,38,0,0,0,0,0,
26:16.8,39,-66,0,0,0,0,
26:16.8,40,-78,0,0,0,0,
26:16.8,41,-51,0,0,0,0,
26:16.8,42,-58,0,0,0,0,
26:16.8,43,-60,0,0,0,0,
26:16.8,44,-58,0,0,0,0,
26:16.8,45,-68,0,0,0,0,
26:16.8,46,-62,0,0,0,0,
26:16.8,47,0,0,0,0,0,
26:16.8,48,-63,0,0,0,0,
26:16.8,49,-71,0,0,0,0,
26:16.8,50,-72,0,0,0,0,
26:16.8,51,-71,0,0,0,0,
26:16.8,52,0,0,0,0,0,
26:16.8,53,0,0,0,0,70,
26:16.8,54,0,0,0,0,0,
26:16.8,55,-68,0,0,0,0,
26:16.8,56,-69,0,0,0,0,
26:16.8,57,-70,0,0,0,0,
26:16.8,58,0,0,0,0,0,
26:16.8,59,0,0,0,0,0,
26:16.8,60,0,0,0,0,0,
26:17.1,21,0,0,72,0,0,
26:17.1,22,0,0,0,0,0,
26:17.1,23,0,0,0,0,0,
26:17.1,24,0,0,56,0,0,
26:17.1,25,0,0,0,0,55,
26:17.1,26,0,0,0,0,0,
26:17.1,27,0,0,0,0,0,
26:17.1,28,0,999,314,999,999,
26:17.1,29,0,999,999,999,999,
26:17.1,30,0,0,0,0,0,
26:17.1,31,0,0,0,0,0,
26:17.1,32,0,0,0,0,0,
26:17.1,33,0,0,0,0,0,
26:17.1,34,0,0,0,0,0,
26:17.1,35,0,0,0,0,0,
26:17.1,36,0,0,0,0,0,
26:17.1,37,0,0,0,0,0,
26:17.1,38,0,0,0,0,0,
26:17.1,39,0,0,0,0,0,
26:17.1,40,0,0,0,0,0,
26:17.1,41,0,0,0,0,0,
26:17.1,42,0,0,0,0,0,
26:17.1,43,0,0,0,0,0,
26:17.1,44,0,0,0,0,0,
26:17.1,45,0,0,0,0,0,
26:17.1,46,0,0,0,0,0,
26:17.1,47,0,0,0,0,0,
26:17.1,48,0,0,0,0,0,
26:17.1,49,0,0,0,0,0,
26:17.1,50,0,0,0,0,0,
26:17.1,51,0,0,0,0,0,
26:17.1,52,0,0,0,0,0,
26:17.1,53,0,0,0,0,70,
26:17.1,54,0,0,0,0,0,
26:17.1,55,0,0,0,0,0,
26:17.1,56,0,0,0,0,0,
26:17.1,57,0,0,0,0,0,
26:17.1,58,0,0,0,0,0,
26:17.1,59,0,0,0,0,0,
26:17.1,60,0,0,0,0,0,
26:17.4,21,0,0,80,0,0,
26:17.4,22,0,0,0,0,0,
26:17.4,23,0,0,0,0,0,
26:17.4,24,0,0,0,0,0,
26:17.4,25,0,0,0,0,0,
26:17.4,26,0,0,0,0,0,
26:17.4,27,0,0,0,0,0,
26:17.4,28,0,0,58,0,0,
26:17.4,29,0,999,999,999,999,
26:17.4,30,0,0,0,0,0,
26:17.4,31,0,0,0,0,0,
26:17.4,32,0,91,0,0,120,
26:17.4,33,0,0,0,0,0,
26:17.4,34,0,0,0,0,0,
26:17.4,35,0,0,0,0,0,
26:17.4,36,0,0,0,0,0,
26:17.4,37,0,0,0,0,0,
26:17.4,38,0,0,0,0,0,
26:17.4,39,0,0,0,0,0,
26:17.4,40,0,0,0,0,0,
26:17.4,41,0,0,0,0,0,
26:17.4,42,0,0,0,0,0,
26:17.4,43,0,0,0,0,0,
26:17.4,44,0,0,0,0,0,
26:17.4,45,0,0,0,0,0,
26:17.4,46,0,0,0,0,0,
26:17.4,47,0,0,0,0,0,
26:17.4,48,0,0,0,0,0,
26:17.4,49,0,0,0,0,0,
26:17.4,50,0,0,0,0,0,
26:17.4,51,0,0,0,0,0,
26:17.4,52,0,0,0,0,0,
26:17.4,53,0,0,0,0,71,
26:17.4,54,0,0,0,0,0,
26:17.4,55,0,0,0,0,0,
26:17.4,56,0,0,0,0,0,
